COUNTRY,REGION,REGION-DESC,REGION-CODE
kor,46,jeonranamdo,25037
kor,47,gyeongsangbugdo,25038
kor,48,gyeongsangnamdo,25039
kor,49,jejudo,25040
kor,?,korea - south,385
kwt,?,kuwait,468
kwt,no region,kuwait,8033
lao,?,lao peoples democratic republi,481
lao,no region,lao peoples democratic republi,11902
lbn,?,lebanon,234
lbn,no region,lebanon,11903
lbr,?,liberia,23769
lbr,no region,liberia,11905
lby,?,libyan arab jamahiriya,990
lby,no region,libyan arab jamahiriya,12745
lca,?,saint lucia,23771
lca,no region,saint lucia,8041
lie,?,liechtenstein,489
lie,no region,liechtenstein,8042
lka,?,sri lanka,440
lka,no region,sri lanka,11906
lso,?,lesotho,637
lso,no region,lesotho,15123
ltu,?,lithuania,238
ltu,no region,lithuania,11908
lux,?,luxembourg,225
lux,no region,luxembourg,11909
lva,?,latvia,244
lva,no region,latvia,11910
mac,?,macau,1949
mac,no region,macau,8057
maf,?,saint martin,25124
maf,no region,saint martin,25123
mar,?,morocco,276
mar,no region,morocco,8058
mco,?,monaco,292
mco,no region,monaco,8069
mda,?,moldova - republic of,2324
mda,no region,moldova - republic of,11921
mdg,?,madagascar,281
mdg,no region,madagascar,11924
mdv,?,maldives,536
mdv,no region,maldives,23838
mex,?,mexico,180
mex,agu,aguascalientes,12590
mex,aol,aol,23761
mex,bcn,baja california,9703
mex,bcs,baja california sur,12681
mex,cam,campeche,9710
mex,chh,chihuahua,9712
mex,chp,chiapas,9717
mex,coa,coahuila,9719
mex,col,colima,12594
mex,df,distrito federal,737
mex,dur,durango,9724
mex,gro,guerrero,9726
mex,gua,guanajuato,9728
mex,hid,hidalgo,9735
mex,jal,jalisco,9738
mex,mex,mexico,8075
mex,mic,michoacan,9748
mex,mor,morelos,9750
mex,nay,nayarit,9751
mex,nle,nuevo leon,9752
mex,oax,oaxaca,9756
mex,pue,puebla,9759
mex,que,queretaro,9763
mex,roo,quintana roo,9764
mex,sin,sinaloa,9766
mex,slp,san luis potosi,9771
mex,son,sonora,9772
mex,tab,tabasco,9775
mex,tam,tamaulipas,9776
mex,tla,tlaxcala,9780
mex,ver,veracruz,9781
mex,yuc,yucatan,9785
mex,zac,zacatecas,9786
mhl,?,marshall islands,23748
mhl,maj,majuro,23884
mkd,?,macedonia - the frm yugoslav re,222
mkd,no region,macedonia - the frm yugoslav re,8193
mli,?,mali,595
mli,no region,mali,11925
mlt,?,malta,240
mlt,no region,malta,8196
mmr,?,myanmar,3535
mmr,no region,myanmar,23837
mne,?,?,24301
mne,no region,montenegro,24302
mng,?,mongolia,546
mng,no region,mongolia,11926
mnp,?,northern mariana islands,3382
mnp,no region,northern mariana islands,8200
moz,?,mozambique,571
moz,no region,mozambique,11927
mrt,?,mauritania,508
mrt,no region,mauritania,11929
msr,?,montserrat,5001
mtq,?,martinique,573
mtq,no region,martinique,12779
mus,?,mauritius,278
mus,no region,mauritius,11930
mwi,?,malawi,4220
mwi,no region,malawi,12613
mys,?,malaysia,538
mys,a,perak,11936
mys,b,selangor,11933
mys,c,pahang,11949
mys,d,kelantan,15152
mys,j,johor,11934
mys,k,kedah,11931
mys,l,wilayah labuan,15155
mys,m,melaka,11954
mys,n,negeri sembilan,11932
mys,p,pulau pinang,11957
mys,r,perlis,11940
mys,sa,sabah,11942
mys,sk,sarawak,11950
mys,t,terengganu,11935
mys,w,wilayah kuala lumpur,11937
myt,?,mayotte,23772
myt,no region,mayotte,23760
nam,?,namibia,370
nam,no region,namibia,8249
ncl,?,new caledonia,354
ncl,no region,new caledonia,8250
ner,?,niger,298
ner,no region,niger,11969
nfk,?,norfolk island,558
nga,?,nigeria,365
nga,no region,nigeria,11970
nic,?,nicaragua,379
nic,no region,nicaragua,11974
niu,?,niue,202
niu,no region,niue,15160
nld,?,netherlands,79
nld,aol,aol,23961
nld,dr,drenthe,10949
nld,fl,flevoland,10944
nld,fr,friesland,10981
nld,ge,gelderland,10947
nld,gr,groningen,10950
nld,li,limburg,10973
nld,nb,noord-brabant,10951
nld,nh,noord-holland,3966
nld,ov,overijssel,10959
nld,ut,utrecht,10945
nld,ze,zeeland,12619
nld,zh,zuid-holland,3906
nor,01,ostfold,11336
nor,02,akershus,11329
nor,03,oslo,11348
nor,04,hedmark,11337
nor,05,oppland,11340
nor,06,buskerud,18631
nor,07,vestfold,11351
nor,08,telemark,11349
nor,09,aust-agder,11328
nor,10,vest-agder,11339
nor,11,rogaland,11334
nor,12,hordaland,11330
nor,14,sogn og fjordane,11353
nor,15,more og romsdal,11327
nor,16,sor-trondelag,11357
nor,17,nord-trondelag,11346
nor,18,nordland,11332
nor,19,troms,11356
nor,20,finnmark,18824
nor,?,norway,83
npl,?,nepal,542
npl,no region,nepal,11976
nru,?,nauru,3537
nru,no region,nauru,23963
nzl,?,new zealand,369
nzl,auk,auckland,25041
nzl,bop,bay of plenty,25042
nzl,can,canterbury,25043
nzl,cit,chatham islands territory,25096
nzl,gis,gisborne,25044
nzl,hkb,hawkes bay,25045
nzl,mbh,marlborough,25046
nzl,mwt,manawatu-wanganui,25047
nzl,nsn,nelson,25048
nzl,ntl,northland,25049
nzl,ota,otago,25050
nzl,stl,southland,25051
nzl,tas,tasman,25052
nzl,tki,taranaki,25053
nzl,wgn,wellington,25054
nzl,wko,waikato,25055
nzl,wtc,west coast,25056
omn,?,oman,576
omn,no region,oman,12620
pak,?,pakistan,366
pak,no region,pakistan,11977
pan,?,panama,492
pan,no region,panama,11985
pcn,?,pitcairn,24614
pcn,no region,pitcairn,24615
per,?,peru,360
per,ama,amazonas,24920
per,anc,ancash,11993
per,apu,apurimac,24921
per,are,arequipa,11988
per,aya,ayacucho,11989
per,caj,cajamarca,11990
per,cal,el callao,11991
per,cus,cuzco,11995
per,huc,huanuco,12000
per,huv,huancavelica,11998
per,ica,ica,3129
per,jun,junin,11999
per,lal,la libertad,12016
per,lam,lambayeque,11992
per,lim,lima,11994
per,lor,loreto,12005
per,mdd,madre de dios,24922
per,moq,moquegua,12004
per,pas,pasco,20078
per,piu,piura,12012
per,pun,puno,12007
per,sam,san martin,12020
per,tac,tacna,12018
per,tum,tumbes,24919
per,uca,ucayali,12014
phl,?,philippines,386
phl,abr,abra,24854
phl,agn,agusan del norte,12026
phl,ags,agusan del sur,24843
phl,akl,aklan,23957
phl,alb,albay,12625
phl,ant,antique,24840
phl,aur,aurora,24855
phl,ban,bataan,24289
phl,bas,basilan,24846
phl,ben,benguet,12024
phl,boh,bohol,24826
phl,btg,batangas,12025
phl,btn,batanes,20080
phl,buk,bukidnon,24834
phl,bul,bulacan,12048
phl,cag,cagayan,15457
phl,cam,camiguin,24851
phl,can,camarines norte,24836
phl,cap,capiz,24824
phl,cas,camarines sur,20081
phl,cat,catanduanes,15458
phl,cav,cavite,12023
phl,ceb,cebu,12029
phl,dao,davao oriental,24830
phl,das,davao del sur,20084
phl,dav,davao,12032
phl,eas,eastern samar,24839
phl,ifu,ifugao,24966
phl,ili,iloilo,12035
phl,iln,ilocos norte,23840
phl,ils,ilocos sur,24829
phl,isa,isabela,24837
phl,kal,kalinga-apayso,24850
phl,lag,laguna,20086
phl,lan,lanao del norte,12034
phl,las,lanao del sur,24967
phl,ley,leyte,12047
phl,lun,la union,24828
phl,mad,marinduque,24848
phl,mag,maguindanao,12030
phl,man,manila,12039
phl,mas,masbate,24856
phl,mdc,mindoro occidental,20090
phl,mdr,mindoro oriental,24841
phl,mou,mountain province,24853
phl,msc,misamis occidental,24833
phl,msr,misamis oriental,12027
phl,nco,north cotabato,24832
phl,nec,negroe occidental,24823
phl,ner,negros oriental,12033
phl,nsa,northern samar,24844
phl,nue,nueva ecija,24821
phl,nuv,nueva vizcaya,20093
phl,pam,pampanga,12022
phl,pan,pangasinan,12031
phl,plw,palawan,23966
phl,que,quezon,12627
phl,qui,quirino,24849
phl,riz,rizal,12037
phl,rom,romblon,24842
phl,sco,south cotabato,24825
phl,sig,siquijor,24852
phl,sle,southern leyte,24845
phl,slu,sulu,24838
phl,sor,sorsogon,24847
phl,suk,sultan kudarat,24968
phl,sun,surigao del norte,24827
phl,sur,surigao del sur,24831
phl,tar,tarlac,24822
phl,wsa,western samar,24835
phl,zan,zamboanga del norte,24288
phl,zas,zamboanga del sur,24287
phl,zmb,zambales,12042
plw,?,palau,23770
plw,no region,palau,8490
png,?,papua new guinea,534
png,no region,papua new guinea,12049
pol,?,poland,208
pol,ds,dolnoslaskie,14360
pol,kp,kujawsko-pomorskie,14347
pol,lb,lubuskie,14351
pol,ld,lodzkie,14350
pol,lu,lubelskie,14349
pol,ma,malopolskie,14373
pol,mz,mazowieckie,14344
pol,op,opolskie,14375
pol,pd,podlaskie,14358
pol,pk,podkarpackie,14362
pol,pm,pomorskie,14353
pol,sk,swietokrzyskie,14359
pol,sl,slaskie,14345
pol,wn,warminsko-mazurskie,14354
pol,wp,wielkopolskie,14357
pol,zp,zachodniopomorskie,14348
pri,?,puerto rico,607
pri,no region,puerto rico,5321
prk,?,korea - north,723
prk,no region,korea - north,13131
prt,01,aveiro,12054
prt,02,beja,23808
prt,03,braga,15518
prt,04,braganca,15521
prt,05,castelo branco,15522
prt,06,colmbra,12056
prt,07,evora,15524
prt,08,faro,12057
prt,09,guarda,15527
prt,10,leiria,15528
prt,11,lisboa,12053
prt,12,portalegre,15538
prt,13,porto,12060
prt,14,santarem,15545
prt,15,setubal,12063
prt,16,viana do castelo,15554
prt,17,vila real,23965
prt,18,viseu,15555
prt,20,regiao autonoma dos acores,12631
prt,30,regiao autonoma da madeira,20106
prt,?,portugal,206
pry,?,paraguay,183
pry,no region,paraguay,12064
pse,?,palestinian territories,12689
pse,no region,palestinian territories,24320
pyf,?,french polynesia,525
pyf,no region,french polynesia,8583
qat,?,qatar,519
qat,no region,qatar,12065
reu,?,reunion,2510
reu,no region,reunion,12777
rou,?,romania,233
rou,ab,alba,23799
rou,ag,arges,12083
rou,ar,arad,12066
rou,b,bucaresti,12072
rou,bc,bacau,12067
rou,bh,bihor,12081
rou,bn,bistrita-nasaud,15558
rou,br,braila,12070
rou,bt,botosani,12069
rou,bv,brasov,12071
rou,bz,buzau,12074
rou,cj,cluj,12075
rou,cl,calarasi,15561
rou,cs,cara'-severin,23811
rou,ct,conatarta,12076
rou,cv,covasna,23800
rou,db,dambovita,23797
rou,dj,dolj,12077
rou,gj,gorj,23813
rou,gl,galati,12079
rou,gr,giurqiu,15563
rou,hd,hunedoara,23810
rou,hr,harghita,23814
rou,il,ialomita,23812
rou,is,iasi,12080
rou,mh,mehedinti,23798
rou,mm,maramures,12068
rou,ms,mures,15564
rou,nt,neamt,12082
rou,ot,olt,23824
rou,ph,prahova,12084
rou,sb,sibiu,12085
rou,sj,salaj,23875
rou,sm,satu mare,15565
rou,sv,suceava,12086
rou,tl,tulcea,15567
rou,tm,timis,12087
rou,tr,teleorman,23825
rou,vl,valcea,23809
rou,vn,vrancea,12078
rou,vs,vaslui,23815
rus,?,russian federation,204
rus,ad,adygeya respublika,23803
rus,al,altay respublika,24683
rus,alt,altayskiy kray,12095
rus,amu,amurskaya oblast',12632
rus,arr,arkhangelskaya oblast,12091
rus,ast,astrakhanskaya oblast',12092
rus,ba,bashkortostan respublika,12142
rus,bel,belgorod,12096
rus,bry,bryanskaya oblast',12099
rus,bu,buryatiya respublika,12190
rus,ce,chechenskaya respublika,23909
rus,che,chelyabinskaya oblast',12100
rus,chi,chitinskaya oblast',12103
rus,chu,chukotskiy avtonomnyy okrug,15570
rus,cu,chavashskaya respublika,23880
rus,da,dagestan respublika,12133
rus,in,ingushskaya,23802
rus,irr,irkutskaya oblast,12090
rus,iva,ivanovokaya oblast',12635
rus,kam,kamchatskaya oblast',12636
rus,kb,kabardino-balkarskaya respub,12141
rus,kc,karachayevo-cherkesskaya respu,12102
rus,kda,krasnodarskiy kray,12108
rus,kem,kemerovskaya oblast',12117
rus,kgd,kaliningradskaya oblast',12637
rus,kgn,kurganskaya oblast',12127
rus,kha,khabarovskiy kray,12118
rus,khm,khanty-mansiyskiy avtonomnyy,12143
rus,kir,kirovskaya oblast',15572
rus,kk,khakasiya respublika,12088
rus,kl,kalmykiya respublika,23794
rus,klu,kaluzhakaya oblast',12113
rus,ko,komi respublika,12181
rus,kos,kostromskaya oblast',12122
rus,kr,kareliya respublika,12158
rus,krs,kurakaya oblast',15573
rus,kya,krasnoyarskiy kray,12089
rus,len,leningradskaya oblast',15574
rus,lip,lipetskaya oblast',12130
rus,mag,magadanskaya oblast',12131
rus,me,mariy el respublika,23784
rus,mo,mordoviya respublika,12169
rus,mos,moskovskaya oblast',12094
rus,mow,moskva,12137
rus,mur,murmanskaya oblast',12139
rus,nen,nenetskiy avtonomoyy okrug,24788
rus,ngr,novgorodskaya oblast',12145
rus,niz,nizhegorodskaya oblast',12640
rus,nvs,novosibirskaya oblast',12149
rus,oms,omskaya oblast',12151
rus,ore,orenburgskaya oblast',12153
rus,orl,orlovskaya oblast,23807
rus,per,permskiy kray,12097
rus,pnz,penzenskaya oblast',12128
rus,pri,primorskiy kray,12193
rus,psk,pskovskaya oblast',12161
rus,ros,rostov,12146
rus,rya,ryazanskaya oblast',12165
rus,sa,sakha respublika,12200
rus,sak,sakhalinskaya oblast',12125
rus,sam,samarskaya oblast',12168
rus,sar,saratovskaya oblast',12093
rus,se,severnaya osetiya respublika,23801
rus,smo,smolenskaya oblast',12174
rus,spe,sankt-peterburg,12129
rus,sta,stavropolskiy kray,12162
rus,sve,sverdlovskaya oblast',12105
rus,ta,tatarstan respublika,12116
rus,tam,tambovskaya oblast',12136
rus,tom,tomskaya oblast',12185
rus,tul,tulskaya oblast,12186
rus,tve,tverskaya oblast',12187
rus,ty,tyva respublika,24672
rus,tyu,tyumenskaya oblast',12188
rus,ud,udmurtakaya respublika,12109
rus,uly,ulyanovskaya oblast,12104
rus,vgg,volgogradskaya oblast',12195
rus,vla,vladimirskaya oblast',12123
rus,vlg,vologodskaya oblast',12101
rus,vor,voronezhskaya oblast',12198
rus,yan,yamalo-nenetskiy avtonomnyy,12167
rus,yar,yaroslavskaya oblast',12163
rus,yev,yevreyskaya avtonomnaya oblas,23826
rwa,?,rwanda,596
rwa,no region,rwanda,12203
sau,01,ar riyad,12208
sau,02,makkah,12207
sau,03,al-madinah,23905
sau,04,ash sharqlyah,12205
sau,05,al qasim,24818
sau,06,ha'il,24820
sau,07,tabuk,24313
sau,08,al hudud ash shamallyah,24819
sau,09,jlzan,24817
sau,10,najran,24972
sau,11,al batah,24969
sau,12,al jawf,24970
sau,14,asir,24971
sau,?,saudi arabia,226
sdn,?,sudan,4221
sdn,no region,sudan,15872
sen,?,senegal,661
sen,no region,senegal,12209
sgp,?,singapore,283
sgp,no region,singapore,8749
sgs,?,south georgia / south sandwich,5000
shn,?,st. helena,510
shn,no region,no region,24757
sjm,?,unknown,24018
sjm,no region,svalbard and jan mayen islands,24017
slb,?,solomon islands,535
slb,no region,solomon islands,12210
sle,?,sierra leone,520
sle,no region,sierra leone,12211
slv,?,el salvador,497
slv,no region,el salvador,12212
smr,?,san marino,524
smr,no region,san marino,8767
som,?,somalia,20348
som,no region,somalia,23835
spm,?,st. pierre and miquelon,24616
spm,no region,st. pierre and miquelon,24617
srb,?,?,272
srb,no region,serbia,23919
ssd,?,south sudan,25122
ssd,no region,south sudan,25121
stp,?,sao tome and principe,526
stp,no region,sao tome and principe,23869
sur,?,suriname,797
sur,no region,suriname,8768
svk,?,slovakia (slovak republic),217
svk,no region,slovakia (slovak republic),8769
svn,?,slovenia,224
svn,no region,slovenia,8772
swe,?,sweden,71
swe,ab,stockholms lan,11358
swe,ac,vasterbottens lan,11396
swe,bd,norrbottena lan,11359
swe,c,uppsala lan,11408
swe,d,sodermanlands lan,11364
swe,e,ostergotlands lan,11380
swe,f,jonkopings lan,18912
swe,g,kronoberge lan,11411
swe,h,kalmar lan,11376
swe,i,gotland,12690
swe,k,blekinge lan,11386
swe,m,skane lan,11365
swe,n,hallands lan,18969
swe,o,vastra gotalands lan,11362
swe,s,varmlanda lan,11369
swe,t,orebro lan,11392
swe,u,vastmanlanda lan,11410
swe,w,dalarnas lan,19044
swe,x,gavleborge lan,11367
swe,y,vasternorrlands lan,11361
swe,z,jamtlande lan,19075
swz,?,swaziland,638
swz,no region,swaziland,12219
sxm,?,sint maarten,25120
sxm,no region,sint maarten,25119
syc,?,seychelles,598
syc,no region,seychelles,23821
syr,?,syrian arab republic,2361
syr,no region,syrian arab republic,12222
tca,?,turks and caicos islands,361
tca,no region,turks and caicos islands,8838
tcd,?,chad,509
tcd,no region,chad,23834
tgo,?,togo,374
tgo,no region,togo,12223
tha,10,krung thep maha nakhon bangkok,12224
tha,11,samut prakan,24590
tha,12,nonthaburi,12230
tha,13,pathum thani,20238
tha,14,phra nakhon si ayutthaya,23758
tha,15,ang thong,24900
tha,16,lop buri,24865
tha,17,sing buri,24902
tha,18,chai nat,24891
tha,19,saraburi,12232
tha,20,chon buri,12226
tha,21,rayong,24857
tha,22,chanthaburi,24904
tha,23,trat,24893
tha,24,chachoengsao,15586
tha,25,prachin buri,23882
tha,26,nakhon nayok,24897
tha,27,sa kaeo,24882
tha,30,nakhon ratchasima,12228
tha,31,buri ram,24867
tha,32,surin,24903
tha,33,si sa ket,24880
tha,34,ubon ratchathani,12234
tha,35,yasothon,12235
tha,36,chaiyaphum,24885
tha,37,amnat charoen,24894
tha,39,nong bua lam phu,24896
tha,40,khon kaen,12227
tha,41,udon thani,24864
tha,42,loei,24889
tha,43,nong khai,24887
tha,44,maha sarakham,24874
tha,45,roi et,24868
tha,46,kalasin,24862
tha,47,sakon nakhon,24876
tha,48,nakhon phanom,24906
tha,49,mukdahan,24890
tha,50,chiang mai,12225
tha,51,lamphun,24873
tha,52,lampang,15587
tha,53,uttaradit,24879
tha,54,phrae,15588
tha,55,nan,24892
tha,56,phayao,24875
tha,57,chiang rai,15589
tha,58,mae hong son,24901
tha,60,nakhon sawan,23881
tha,61,uthai thani,24933
tha,62,kamphasng phet,24884
tha,63,tak,24883
tha,64,sukhothai,24881
tha,65,phitsanulok,12231
tha,66,phichit,24872
tha,67,phetchabun,24878
tha,70,ratchaburi,24860
tha,71,kanchanaburi,24905
tha,72,suphan buri,24869
tha,73,nakhon pathom,24858
tha,74,samut sakhon,24859
tha,75,samut songkhram,24888
tha,76,phetchaburi,24877
tha,77,prachuap khiri khan,24866
tha,80,nakhon si thammarat,12229
tha,81,krabi,24870
tha,82,phangnga,24895
tha,83,phaket,15590
tha,84,surat thani,24861
tha,85,ranong,15591
tha,86,chumphon,24886
tha,90,songkhla,12233
tha,91,satun,24899
tha,92,trang,15592
tha,93,phatthalung,24898
tha,94,pattani,15593
tha,95,yala,15594
tha,96,narathiwat,24907
tha,?,thailand,484
tjk,?,tajikistan,581
tjk,no region,tajikistan,8856
tkl,?,tokelau,24618
tkl,no region,tokelau,24619
tkm,?,turkmenistan,2465
tkm,no region,turkmenistan,12236
tls,?,timor-leste,24620
tls,no region,timor-leste,24621
ton,?,tonga,201
ton,no region,tonga,23830
tto,?,trinidad and tobago,375
tto,no region,trinidad and tobago,12237
tun,?,tunisia,2128
tun,no region,tunisia,12238
tur,01,adana,11024
tur,02,adiyaman,24179
tur,03,afyon,11026
tur,04,agrri,19077
tur,05,amasya,24181
tur,06,ankara,11027
tur,07,antalya,11029
tur,08,artvin,24183
tur,09,aydin,11030
tur,10,balikesir,11031
tur,11,bilecik,24186
tur,12,bingol,24187
tur,13,bitlis,24188
tur,14,bolu,19079
tur,15,burdur,24189
tur,16,bursa,11032
tur,17,canakkale,19084
tur,18,cankiri,24190
tur,19,corum,24191
tur,20,denizli,24192
tur,21,diyarbakir,11033
tur,22,edirne,23964
tur,23,elazig,11034
tur,24,erzincan,23839
tur,25,erzurum,11035
tur,26,eskisehir,11036
tur,27,gaziantep,11037
tur,28,giresun,24193
tur,29,gumushane,24194
tur,30,hakkari,24195
tur,31,hatay,11028
tur,32,isparta,23796
tur,33,icel,19086
tur,34,istanbul,11040
tur,35,izmir,11041
tur,36,kars,19119
tur,37,kastamonu,19120
tur,38,kayseri,11042
tur,39,kirklareli,24199
tur,40,kirsehir,24198
tur,41,kocaeli,11038
tur,42,konya,11044
tur,43,kutahya,11045
tur,44,malatya,11046
tur,45,manisa,11047
tur,46,kahraman maras,12647
tur,47,mardin,23876
tur,48,mugla,19126
tur,49,mus,19128
tur,50,nevsehir,19129
tur,51,nigde,19130
tur,52,ordu,24200
tur,53,rize,24178
tur,54,sakarya,11025
tur,55,samsun,11049
tur,56,siirt,24201
tur,57,sinop,24202
tur,58,sivas,11050
tur,59,tekirdag,19131
tur,60,tokat,23795
tur,61,trabzon,11051
tur,62,tunceli,24204
tur,63,sanliurfa,19132
tur,64,usak,24205
tur,65,van,11052
tur,66,yozgat,23806
tur,67,zonguldak,11053
tur,68,aksaray,24180
tur,69,bayburt,24185
tur,70,karaman,23753
tur,71,kirikkale,11043
tur,72,batman,24184
tur,73,sirnak,24203
tur,74,bartin,24177
tur,75,ardahan,24182
tur,76,igdir,24206
tur,77,yalova,19134
tur,78,karabuk,24196
tur,79,kilis,24197
tur,?,turkey,211
tuv,?,tuvalu,3150
tuv,no region,tuvalu,15595
twn,?,taiwan - province of china,387
twn,cha,changhua,24444
twn,cyi,chiayi,15596
twn,hsz,hsinchu,12239
twn,hua,hualien,15597
twn,ila,ilan,15598
twn,kee,keelung,24462
twn,khh,kaohsiung,12240
twn,mia,miaoli,23874
twn,nan,nantou,24445
twn,pen,penghu,15599
twn,pif,pingtung,24447
twn,tao,tao-yuan,20241
twn,tnn,tainan,15600
twn,tpe,taipei,12241
twn,ttt,taitung,15603
twn,txg,taichung,15604
twn,yun,yunlin,24446
tza,?,tanzania - united republic of,383
tza,no region,tanzania,12243
uga,?,uganda,299
uga,no region,uganda,8901
ukr,05,vinnyts'ka oblast',12256
ukr,07,volyos'ka oblast',12648
ukr,09,luhans'ka oblast',12249
ukr,12,dnipropetrovs'ka oblast',12649
ukr,14,donets'ka oblast',12245
ukr,18,zhytomyrs'ka oblast',12258
ukr,21,zakarpats'ka oblast',12255
ukr,23,zaporiz'ka oblast',12257
ukr,26,ivano-frankivs'ka oblast',12244
ukr,30,kyiv,12650
ukr,32,kyivs'ka oblast',25086
ukr,35,kirovohrads'ka oblast',12247
ukr,40,sevastopol,24998
ukr,43,respublika krym,12651
ukr,46,l'vivs'ka oblast',12248
ukr,48,mykolaivs'ka oblast',24625
ukr,51,odes 'ka oblast',12253
ukr,53,poltavs'ka oblast',12254
ukr,56,rivnens'ka oblast',23907
ukr,59,sums 'ka oblast',12653
ukr,61,ternopil's'ka oblast',23862
ukr,63,kharkivs'ka oblast',15610
ukr,65,khersons'ka oblast',15611
ukr,68,khmel'nyts'ka oblast',12246
ukr,71,cherkas'ka oblast',12654
ukr,74,chernihivs'ka oblast',12655
ukr,77,chernivets'ka oblast',23754
ukr,?,ukraine,207
umi,?,us minor outlying islands,23749
ury,?,uruguay,487
ury,no region,uruguay,12259
usa,?,united states,52
usa,ak,alaska,2
usa,al,alabama,1
usa,aol,aol,8931
usa,ar,arkansas,4
usa,az,arizona,3
usa,ca,california,5
usa,co,colorado,6
usa,ct,connecticut,7
usa,dc,district of columbia,9
usa,de,delaware,8
usa,fl,florida,10
usa,ga,georgia,11
usa,hi,hawaii,12
usa,ia,iowa,16
usa,id,idaho,13
usa,il,illinois,14
usa,in,indiana,15
usa,ks,kansas,17
usa,ky,kentucky,18
usa,la,louisiana,19
usa,ma,massachusetts,22
usa,md,maryland,21
usa,me,maine,20
usa,mi,michigan,23
usa,mn,minnesota,24
usa,mo,missouri,26
usa,ms,mississippi,25
usa,mt,montana,27
usa,nc,north carolina,34
usa,nd,north dakota,35
usa,ne,nebraska,28
usa,nh,new hampshire,30
usa,nj,new jersey,31
usa,nm,new mexico,32
usa,nv,nevada,29
usa,ny,new york,33
usa,oh,ohio,36
usa,ok,oklahoma,37
usa,or,oregon,38
usa,pa,pennsylvania,39
usa,ri,rhode island,40
usa,sc,south carolina,41
usa,sd,south dakota,42
usa,tn,tennessee,43
usa,tx,texas,44
usa,ut,utah,45
usa,va,virginia,47
usa,vt,vermont,46
usa,wa,washington,48
usa,webtv,webtv,9203
usa,wi,wisconsin,50
usa,wv,west virginia,49
usa,wy,wyoming,51
uzb,?,uzbekistan,282
uzb,no region,uzbekistan,12260
vat,?,holy see (vatican city state),246
vat,no region,holy see (vatican city state),8935
vct,?,saint vincent and the grenadin,793
vct,no region,saint vincent and the grenadin,8937
ven,?,venezuela,377
ven,a,distrito federal,11473
ven,b,anzoategui,11477
ven,c,apure,11488
ven,d,aragua,11472
ven,e,barinas,11470
ven,f,bolivar,20242
ven,g,carabobo,11486
ven,h,cojedes,24815
ven,i,falcon,11475
ven,j,guarico,11481
ven,k,lara,11471
ven,l,merida,11485
ven,m,miranda,11474
ven,n,monagas,11484
ven,o,nueva esparta,11478
ven,p,portuguesa,20249
ven,r,sucre,11476
ven,s,tachira,11479
ven,t,trujillo,11491
ven,u,yaracuy,23864
ven,v,zulia,11482
ven,w,dependencias federales,24973
ven,x,vargas,24999
ven,y,delta amacuro,24814
ven,z,amazonas,24813
vgb,?,british virgin islands,792
vgb,no region,british virgin islands,8960
vir,?,us virgin islands,176
vir,no region,us virgin islands,8962
vnm,?,viet nam,564
vnm,no region,viet nam,12263
vut,?,vanuatu,548
vut,no region,vanuatu,23786
wlf,?,wallis and futuna islands,24595
wlf,no region,wallis and futuna islands,24596
wsm,?,samoa,537
wsm,no region,samoa,23831
yem,?,yemen,295
yem,no region,yemen,23836
zaf,?,south africa,384
zaf,ec,eastern cape,11503
zaf,fs,free state,11497
zaf,gt,gauteng,11493
zaf,mp,mpumalanga,11506
zaf,nc,northern cape,11515
zaf,nl,kwazulu-natal,11502
zaf,np,northern province,11519
zaf,nw,north-west,11516
zaf,wc,western cape,4103
zmb,?,zambia,518
zmb,no region,zambia,9062
zwe,?,zimbabwe,372
zwe,no region,zimbabwe,9064
